state,town,latitude,longitude,total_fatalities
Cross River state,"a river that flows along the borders of both countries, Cross River State",5.75,8.5,1
Delta state,at Oghenevweta and Oseri street areas of Ekuigbo community,5.48986,6.00743,1
Delta state,"at Oghenevweta and Oseri street areas of Ekuigbo community; around Oteri old road in Oteri community, Ughelli",5.48986,6.00743,1
Cross River state,Calabar town,4.9517,8.322,1
Cross River state,Obubra LGA,5.9429,8.37883,1
Delta state,"Agbor, Delta State",6.25183,6.19337,1
Edo state,Ugbague Lane,6.720473,6.214253,1
Edo state,University of Benin,6.335045,5.627492,1
Edo state,near Constain area of New Benin in Oredo LGA,6.335045,5.627492,1
Edo state,"Ikpoba-Okha Local Government Area(Erediauwa Street, off Upper Sokponba Road), Edo",6.335045,5.627492,1
Edo state,in Benin city,6.335045,5.627492,1
Edo state,Ekpoma,6.742063,6.139003,1
Ebonyi state,water works road in Ebony State,6.324871,8.107588,1
Edo state,Benin city (along Upper Uwa Street off M.M Way),6.335045,5.627492,1
Ebonyi state,"[near] Ndinwampfu village, Igbeagu community in Izzi Local Government Area of Ebonyi State",6.48453,8.29468,1
Delta state,Warri town (on the river),5.5167,5.75,1
Delta state,"Warri, Delta state",5.5167,5.75,1
Delta state,Tuomo village,5.10786,5.87979,1
Delta state,Ugbolokposo community,5.559852,5.81703,1
Delta state,"Ohoror-Uwheru community, Ughelli North LGA",5.33141,6.05926,1
Ebonyi state,Ikwo LGA,6.0716,8.1028,1
Ebonyi state,Ebonyi state,6.25,8.083333,1
Ebonyi state,"Amagu, Ikwo LGA",6.05316,8.16284,1
Imo state,"at Ngwogwu in Aboh Mbaise Local Government Area of Imo State  ///  Nkwogu, Ahiazu Mbaise LGA of Imo State; coming from Umuahia, Abia state capital",5.500873,7.238016,1
Imo state,around the tollgate of the Sam Mbakwe International Cargo Airport,5.426914,7.201844,1
Gombe state,Bolari,11.0139,11.11622,1
Gombe state,Gombe State (Wada district),10.25,11.166667,1
Edo state,Uromi village (outskirts of Benin town),6.335045,5.627492,1
Ekiti state,bush path between Irele and Oke Ako in Ikole Local Government,7.893474,5.511104,1
Ekiti state,Orin-Ekiti in Ido/Osi Local Government Area,7.83229,5.23819,1
Ekiti state,"Oso, Ido-Osi LGA",7.86204,5.18867,1
Enugu state,Emene town,6.4762,7.5851,1
Ekiti state,"Iludun-Ekiti, Ilejemeje LGA",7.943665,5.248811,1
Enugu state,"Inyi community, Oji River Local Government Area of the state",6.112512,7.298923,1
Enugu state,Ozala village,6.2907,7.4801,1
Federal Capital territory,"Mahuta village, outskirts of the capital city",9.083333,7.533333,1
Federal Capital territory,in Abuja,9.083333,7.533333,1
Kano state,Kano town (Mandawari neighbourhood),11.994354,8.513807,1
Kano state,Kibiya,11.528,8.66108,1
Kogi state,"in Ochadamu ward, Kogi State",7.30283,7.03817,1
Kogi state,"in Okene, Kogi State",7.55,6.233333,1
Kano state,Wambai area of Kan,11.994354,8.513807,1
Kwara state,Alapa Village,8.61667,4.38333,1
Kogi state,Koton Karfe prison,8.0912,6.79782,1
Kogi state,"Lokoja town, Kogi state",7.79688,6.74048,1
Kogi state,Kabawa area of Lokoja,7.79688,6.74048,1
Lagos state,Alaba International Market,6.458956,3.189083,1
Lagos state,"Ajelogo area of Ketu, Lagos",6.58333,3.75,1
Lagos state,"Agiliti, Kosofe LGA",6.453056,3.395833,1
Lagos state,"Ahovikoh Quarters, Sango Iledudu, in Badagry, Lagos State",6.431495,2.887913,1
Lagos state,Ajagunabe village,6.55727,3.99122,1
Lagos state,"Ajah and Epe area, Ibeju/Lekki LGA",6.4545,3.94318,1
Lagos state,"Abimbola Lane, off Okesuna Street, Shomolu LGA",6.55752,3.3807,1
Lagos state,Adaraloye area of Ikorodo,6.62641,3.55167,1
Kwara state,in Sawmill area of Ilorin,8.5,4.55,1
Kwara state,Kwara state,8.5,5,1
Kaduna state,Zangang (outside),9.61667,8.53333,1
Kaduna state,"Zango, Tudun Wada area of Kaduna state",11.24338,8.40385,1
Kaduna state,Tudun Wada area of Zaria,11.082083,7.716097,1
Kaduna state,Rigasa (a suburb of Kaduna),10.52224,7.43828,1
Kaduna state,"Rigasa Area, Igabi LGA",10.781,7.504,1
Kaduna state,Sabon Tasha,10.315,7.274,1
Kaduna state,Saminaka,10.41403,8.68279,1
Kaduna state,Nariya village,10.49282,7.40531,1
Kaduna state,"Telak village, Kaura LGA",9.61232,8.46992,1
Kano state,Bichi village,12.23385,8.24063,1
Kano state,"Gunduwa Village, Gezawa LGA, Kano state",12.022664,8.635522,1
Kano state,Kano town (Hoton Fulani area),11.994354,8.513807,1
Kano state,Kano town (Bubbbugaje area of Sharada),11.994354,8.513807,1
Kano state,Kano capital,11.994354,8.513807,1
Kaduna state,Mafan village,9.56667,8.5,1
Kaduna state,Mashau in Zango Kataf,9.841,8.25491,1
Kaduna state,"Kitsarapang village in Kizachi Chiwo of Kizachi community, Tsam Chiefdom; Kauru",10.22988,8.294221,1
Kaduna state,"Kwangila, Zaria",10.98854,7.69622,1
Kaduna state,Kiffin in Kauru LGA,9.839508,8.54525,1
Kaduna state,"Karshi, Kolta, Rigasa, Igabi LGA",10.781,7.504,1
Kaduna state,"Idanu, Kajuru Local Government Area",10.27704,7.85784,1
Kaduna state,"in Atakshusho village; in Atyap Chiefdom, Zangon Kataf Local Government Area of Kaduna state",9.841,8.25491,1
Kaduna state,Kaduna metropolis (Gamji Gate Amusement Park),10.52224,7.43828,1
Kaduna state,Kaduna town (Agwan Mu'azu area),10.52224,7.43828,1
Imo state,Ikeduru LGA,5.56795,7.15338,1
Imo state,"in Owerri, Imo State capital",5.48333,7.03041,1
Imo state,in Owerri; around the Amakohia flyover bridge,5.48333,7.03041,1
Imo state,"in the Imo district of Oru East  ///  at AWO-MMAMMA Community, Oru East Local Government Area of Imo State",5.65842,6.93117,1
Imo state,in Umudo/Umuwala area of Owerri,5.48333,7.03041,1
Jigawa state,Babura LGA,12.61402,8.85872,1
Jigawa state,Birniwa town,12.7907,10.23614,1
Imo state,Owerri,5.48333,7.03041,1
Imo state,"Obitte community, Ohaji- Egbema Local Government Area of Imo State",5.40237,6.82451,1
Imo state,Ohaji- Egbema Local Government Area of Imo State,5.40237,6.82451,1
Imo state,"in Orji, near Owerri",5.527505,7.063871,1
Kaduna state,Apimbu village; Zangon Kataf,9.841,8.25491,1
Kaduna state,at Kallah village on the banks of river Kaduna,10.423117,7.802545,1
Kaduna state,at Sabanfan village of Zangon Kataf local government area,9.841,8.25491,1
Kaduna state,at Ungwan Barde community Kajuru district of Kaduna State,10.166933,7.764394,1
Kaduna state,Banono village,10.27704,7.85784,1
Kaduna state,between Dan Doki road and Isah Kaita road,10.333333,7.75,1
Kaduna state,"Birnin-Gwari, Kaduna State",10.52224,7.43828,1
Kaduna state,Bulunkutu area,10.333333,7.75,1
Oyo state,at Ayete  ///  Igangan; Igboora  ///  Igangan and other parts of Ibarapa; Igbo Ora  ///  at Igangan,7.54363,3.22304,1
Oyo state,Ibadan,7.387778,3.896389,1
Oyo state,"at Orita Merin, Konko village in the Ibarapa North Local Government Area of the state",7.607652,3.089152,1
Oyo state,"Ogbomoso town, Oyo State",8.13333,4.26667,1
Oyo state,Saki area,8.66762,3.39393,1
Oyo state,Sepeteri community in Saki East Local Government Area of Oyo State,8.622609,3.614232,1
Oyo state,"Iseyin, Oyo State",7.87401,3.54943,1
Plateau state,"Ancha (5 kilometers from), Bassa LGA",10.083333,8.733333,1
Plateau state,Ancha/Hukke community in Bassa LGA,9.85,8.683333,1
Plateau state,Ariri,9.830947,8.73745,1
Plateau state,"Ariri community, in Bassa Local Government Area of Plateau State",9.830947,8.73745,1
Plateau state,"at Rikwe-Chongu (a community in Irigwe Chiefdom), Bassa LGA",10.083333,8.733333,1
Plateau state,"Bachit village, Riyom LGA, Plateau state",9.51667,8.7,1
Plateau state,at Zirshe village,10.083333,8.733333,1
Plateau state,Barkin Ladi LGA (Fan village),9.54969,8.9344,1
Plateau state,Barkin Ladi LGA (Kashishi village),9.54969,8.9344,1
Plateau state,Gwafan village in Jos North local government area,9.920638,8.962548,1
Plateau state,"Hukke, Bassa (Plateau)",9.85,8.683333,1
Plateau state,in Kafigana in Jebu District of Bassa Local Government Area of Plateau State,10.083333,8.733333,1
Plateau state,in Arangai village,9.54969,8.9344,1
Plateau state,in Dorowa village in Fan District also in Barkin Ladi Local Council,9.5161,8.97149,1
Plateau state,"Jenkur village, Langtang South LGA",8.482017,9.81878,1
Plateau state,in the Kpachudu community; in Bassa Local Government Area of Plateau State,10.083333,8.733333,1
Plateau state,Gana Wuri Village,9.56796,8.68476,1
Plateau state,Geh village,9.166667,9.75,1
Plateau state,"Dung village, Jos North LGA",9.93936,8.90222,1
Plateau state,Dung village; Jos North LGA; Plateu state,9.93936,8.90222,1
Plateau state,Dyal in Riyom,9.56796,8.68476,1
Plateau state,Dong village; Bassa Local Government Area of Plateau State,9.897523,8.825713,1
Plateau state,"Nzhweego, Bassa LGA",10.083333,8.733333,1
Plateau state,Nkie Dongwro,10.083333,8.733333,1
Plateau state,"Ndin village, Barkin Ladi LGA, Plateau state",9.58021,8.94046,1
Plateau state,"Rakun village (near), Barkin Ladi LGA",9.54111,8.887027,1
Plateau state,"Rakun village, Barkin Ladi LGA",9.54111,8.887027,1
Plateau state,"Sho village, Barkin Ladi LGA",9.52344,8.83614,1
Plateau state,"Sopp village, Riyom LGA",9.56796,8.68476,1
Plateau state,"Rwa village, Plateau state",9.166667,9.75,1
Plateau state,"Ruku village, Barkin Ladi LGA",9.41667,8.85,1
Plateau state,Riyom Local Government,9.56796,8.68476,1
Plateau state,"Ropp village of Gashish District, Barkin-Ladi Local Government Area of Plateau State",9.50158,8.92788,1
Plateau state,"Rotsu villag, a few kilometres away from Nkyie Doghwro",10.083333,8.733333,1
Plateau state,Kasa village,9.665247,8.949358,1
Plateau state,"Jos, Jos-Zaria Road stadium",9.916667,8.9,1
Plateau state,Mangu Halle village,9.521941,9.097433,1
Plateau state,Maidontoro village,9.71667,8.98333,1
Plateau state,Kpara village in Jebbu-Bassa of Bassa Local Government Area,10.083333,8.733333,1
Plateau state,Langtang North LGA (Yokdara village),9.05651,9.82247,1
Plateau state,Kwi village in Riyom Local Government Area,9.61116,8.854091,1
Plateau state,"Kwi village, Riyom LGA, Plateau state",9.61116,8.854091,1
Niger state,in Kontagora,10.40319,5.4708,1
Nasarawa state,"Udeni Ruwa district, Nasarawa LGA",8.26937,7.59744,1
Nasarawa state,"Udela village, Awe, Nsarawa",8.27456,9.1849,1
Niger state,Kontagora town (Federal College of Education),10.40319,5.4708,1
Niger state,"Pandogari, Rafi local government area of Niger state",10.40999,6.3985,1
Niger state,Suleja LGA,9.19085,7.15184,1
Ogun state,"Asa village, in the Oja Odan area of Yewa North Local Government Area",6.88333,2.85,1
Ogun state,"at Library Junction, Ilaro town, Yewa South Local Government Area of Ogun State",6.88901,3.01416,1
Ogun state,"Ijebu Ode (Ita Alapo area of), Ogun State",6.816093,3.915877,1
Ogun state,Ijebu Ode LGA,6.82292,3.89387,1
Ogun state,Ijebu Ode village,6.816093,3.915877,1
Nasarawa state,Ome community in Obi Local Government Area,8.34738,8.72769,1
Nasarawa state,"Kadarko market,  Nasarawa",8.23333,8.56667,1
Nasarawa state,Kadarko village (around),8.23333,8.56667,1
Nasarawa state,in Washo community,8.8627,8.346387,1
Ogun state,"Sango area, Ogun",6.7053,3.23981,1
Ogun state,"Sabo, Shagamu LGA",6.88436,3.66058,1
Ogun state,"Sango Ota, Ado-Odo/Ota LGA",6.7053,3.23981,1
Ondo state,"along Akure-Owo expressway, Ondo state",7.26248,5.387259,1
Ondo state,Arodoye community in Akure South Local Government Area of Ondo State,7.20501,5.18766,1
Ondo state,at Okitipupa Local Government Area of Ondo State,6.547974,4.698937,1
Ondo state,"Fiwasaye area, Akure South, Ondo",7.25256,5.19312,1
Ogun state,Iperu,6.91002,3.66557,1
Ogun state,"Kara Market, at Isheri Olofin area in Ogun State",6.647967,3.394282,1
Ogun state,"Oha, Imeko-Afon Local Government Area of Ogun State  ///  Oha village in the Imeko-Afon Local Government Area of Ogun State",7.662212,2.864021,1
Ogun state,"Ojowo, Oke ??Sopen and Atikori, Ijebu North LGA",6.99551,3.97085,1
Ogun state,Adao community in Alabata area of Odeda Local government in Ogun state,7.31667,3.5,1
Ogun state,"in Eggua, Yewa North local government area of Ogun State",7.14729,2.91795,1
Ogun state,in Imala; an agrarian community in Abeokuta North local government area of Ogun State,7.27627,3.12819,1
Ogun state,"Ijoko area, Ifo LGA",6.78197,3.25195,1
Osun state,"at llahun, Ijebu-ljesa Road, Ibokun; Obokun Local Government Area  ///  at a checkpoint in Ere junction in Obokun",7.760018,4.768644,1
Osun state,"at the Ota-Efun area of Osogbo, Osun state capital",7.766104,4.556521,1
Ondo state,"Ore, odigbo LGA",6.74716,4.8761,1
Osun state,"Agboigboro area of Iwo, Osun State,",7.675477,4.141269,1
Ondo state,Ondo town (police checkpoint near),7.1,4.833333,1
Ondo state,in Ajowa Akoko in Akoko North West Local Government Area of Ondo State,7.684634,5.908727,1
Osun state,Ifelodun local council of Ikirun,7.91283,4.66741,1
Osun state,"in Osogbo, Osun State; at Isale-Osun area of the town",7.766104,4.556521,1
Osun state,Osogbo town,7.766667,4.566667,1
Oyo state,"along Apodun Village, in Igangan, Ibarapa North West local council development authority part of Oyo State",7.681753,3.183679,1
Nasarawa state,"Akaba Village, Obi LGA",8.34738,8.72769,1
Lagos state,"Wemimo area of Ladylack, Bariga",6.453056,3.395833,1
Nasarawa state,Abebe village in Keana Local Government Area of Nasarawa State,8.16746,8.76829,1
Nasarawa state,"Akurba Asonya, near Lafia town",8.48333,8.51667,1
Lagos state,Oworonshoki area of Lagos,6.453056,3.395833,1
Lagos state,"Oluwafere Street, Bariga, Shomolo, Lagos",6.453056,3.395833,1
Lagos state,"Pedro, Bariga, Shomolu LGA",6.55752,3.3807,1
Lagos state,"PPL area of Okokomaiko, a Lagos suburb",6.46421,3.1822,1
Lagos state,Seme border-crossing,6.380494,2.710416,1
Lagos state,"Shitta, Surulere (Lagos)",6.453056,3.395833,1
Lagos state,Shomolu LGA,6.55752,3.3807,1
Lagos state,"Soglo Way in Badagry, Lagos State",6.431495,2.887913,1
Nasarawa state,"in Gada-Biu village of Obi Local Government Area, Nasarawa",8.34738,8.72769,1
Nasarawa state,Gidan Wurji in Awe Local Government Area,8.27456,9.1849,1
Nasarawa state,"Doka, Doma lga",8.20323,8.30466,1
Nasarawa state,Bassa village,8.85559,8.06111,1
Lagos state,Ikorodu town,6.61526,3.5069,1
Lagos state,Ijora Badia area of Lagos State,6.58333,3.75,1
Lagos state,Ikorodu,6.61526,3.5069,1
Lagos state,"Ilupeju, Lagos",6.453056,3.395833,1
Lagos state,Imota (around),6.66362,3.66945,1
Lagos state,in Bariga; in Barija,6.535,3.394722,1
Lagos state,"in Ijeshatedo, Surulere area",6.453056,3.395833,1
Lagos state,at Forte Oil Filling Station near popular Badagry Roundabout in Lagos state,6.431495,2.887913,1
Lagos state,at Ikeja,6.453056,3.395833,1
Lagos state,at Iyana Ipaja area of Lagos,6.453056,3.395833,1
Lagos state,Apapa LGA (Ijora Apapa Iganmu),6.44,3.364,1
Lagos state,"around Ike Olu Street, Mushin LGA",6.55578,3.34418,1
Lagos state,"at Aleke community in Ikorodu, Lagos State",6.664254,3.605005,1
Lagos state,"at Council Bus stop, along Idimu-Ikotun road, Alimosho Local Government Area of Lagos State",6.453056,3.395833,1
Lagos state,"at Eko Atlantic, Victoria Island area of Lagos",6.453056,3.395833,1
Lagos state,"Bajulaiye Canal area of Shomolu, Lagos",6.453056,3.395833,1
Lagos state,"along Joseph Akinoola street, Alasia, in Ijanikin area of Lagos",6.49666,3.1208,1
Lagos state,"Fadipe Street, Shomulu, Lagos",6.453056,3.395833,1
Lagos state,Gbede in Surulere LGA,6.453056,3.395833,1
Lagos state,Idi-Aba  Shomolu and Bariga areas of Lagos Stat,6.453056,3.395833,1
Lagos state,"Lagos town (Tinubu Square, central Lagos)",6.453056,3.395833,1
Lagos state,"Mushin, Lagos",6.453056,3.395833,1
Lagos state,"No. 4b, Amusa Lane off Ojo Road, Ajegunle in Lagos",6.453056,3.395833,1
Lagos state,Odunsi  Shomolu and Bariga areas,6.453056,3.395833,1
Lagos state,"Ogombo, Sangotedo Lagos",6.45042,3.613117,1
Lagos state,"Ogunmokun Street, Lagos",6.453056,3.395833,1
Lagos state,"Itire area, Lagos state",6.453056,3.395833,1
Lagos state,Itunmoja-Itunpate area of Ikorodu,6.62641,3.55167,1
Lagos state,"Iyana Ipaja ,Lagos",6.453056,3.395833,1
Lagos state,Iyana-oworo area of Lagos State,6.453056,3.395833,1
Lagos state,"Ketu, near Lagos",6.63483,3.88052,1
Lagos state,"Isele area, Ikorudu",6.62641,3.55167,1
Lagos state,in the Ijanikin area of Lagos; a few metres away from Ijanikin Police Station,6.46841,3.18329,1
Lagos state,"Lagos city (Agiliti, Mile 12 area)",6.453056,3.395833,1
Lagos state,Lagos State (Palmgrove area of),6.58333,3.75,1
Taraba state,"Danwaza village, Lau LGA",9.18704,11.42011,1
Taraba state,Donga,7.41158,10.04478,1
Taraba state,"at Kufai Amadu in Takum, Taraba state",7.41158,10.04478,1
Taraba state,"Bali local government area of Taraba State;  at Bornu Kurku, Utsua Daa, Baafada and Bali town",8.15541,10.96853,1
Rivers state,Ubima community,5.119674,6.902618,1
Rivers state,"Ubima community, Ikwerre Local Government Area",5.119674,6.902618,1
Sokoto state,in Sokoto,13.083333,5.25,1
Taraba state,Afogba village in Donga Local Government Area of the state,7.752077,9.962264,1
Taraba state,"Abako and Sai, located on the fringes of Taraba and Benue",7.63077,9.90652,1
Taraba state,along Takum-Wukari road,7.589556,9.903781,1
Sokoto state,"Tureta LGA, Sokoto state",12.48616,5.49432,1
Sokoto state,"Sokoto town (Gidan-Dare, near Kalambaina area)",13.060925,5.239018,1
Sokoto state,Kebbe LGA,12.133333,4.733333,1
Taraba state,"Karmen village/Kaamen village, Ibi LGA",8.35088,9.88731,1
Taraba state,"Mayo Ndaga, Sardauna LGA",6.91667,11.43333,1
Taraba state,"Nguroge, Sardauna LGA",6.96012,11.11628,1
Taraba state,Donga Local Government,7.59094,10.2133,1
Taraba state,"Ibua, Ibi LGA",8.109785,9.775277,1
Plateau state,"Shonong village, Riyom LGA, Plateau state",9.56796,8.68476,1
Plateau state,"Tipper garage, Rukuba road, in Bassa council",9.936549,8.789451,1
Rivers state,"B-Dere Community (Bomu oil field, near)",4.66934,7.27407,1
Rivers state,Betem village,4.728842,7.299994,1
Rivers state,"Biara village (Nonwa village, near)",4.67275,7.3011,1
Rivers state,"a pub in Alakahia, Ohio/Akpor Local Government Area of Rivers State",4.885111,6.924562,1
Rivers state,"Abonnema in Akuku-Toru Local Government Area, around 14 km (9 miles) west the city of Port Harcourt",4.723117,6.778846,1
Rivers state,Elimgbu village,4.874856,7.05255,1
Rivers state,"Etche LGA, Rivers state",4.990833,7.054444,1
Rivers state,"Emohua LGA (Rundele village, in)",5.00674,6.74739,1
Rivers state,at the Ada Goerge part of Port Harcourt,4.777423,7.013404,1
Rivers state,"at the office of Independent National Electoral Commission, INEC, in Akinnima community in Ahoada West LGA",5.07645,6.46343,1
Rivers state,Degema LGA,4.57414,6.93798,1
Rivers state,"Buguma, Asari Toru Local Government Area",4.73407,6.86345,1
Rivers state,in Port Harcourt,4.777423,7.013404,1
Rivers state,Ikwerre LGA (Omagwa village),5.02676,6.88406,1
Rivers state,Kono-Boue community,4.69962,7.42264,1
Rivers state,"Kpite, Tai Local Government Area",4.72798,7.30145,1
Rivers state,Khana LGA (Sogho town),4.69962,7.42264,1
Rivers state,"Loore (Ogoni) community, Khana Local Government Area of Rivers State",4.69962,7.42264,1
Rivers state,"Nyonbe Beeri village, Rivers state",4.691611,7.429076,1
Rivers state,"Obite police station, opposite Obite Gas Plant in Ogba-Egbema-Ndoni Local Government Area of Rivers State",5.341667,6.655556,1
Rivers state,"Port Harcourt town (suburb, southwest of)",4.777423,7.013404,1
Rivers state,Port Harcourt LGA (along the rail line near Station Bus Stop),4.73292,6.96919,1
Rivers state,Onne town,4.724437,7.152624,1
Yobe state,Gujba general area,11.5032,11.9367,1
Yobe state,Gulani LGA,11,11.71667,1
Yobe state,"Ngalda village, Fika LGA",11.10632,11.37377,1
Yobe state,"Kirbiri village, Gujba Local Government Area of Yobe State",11.38333,11.96667,1
Yobe state,"MUKTUM Village, GUJBA LGA, YOBE State",11.57359,12.08416,1
Yobe state,"Potiskum-Kano Road, Potiskum LGA",11.567505,11.003941,1
Yobe state,Yobe region,12,11.5,1
Yobe state,"WULLE Village, GUJBA LGA, YOBE State 10km east of BUNI YADI",11.303107,12.084995,1
Taraba state,Rafinkada Village,7.707147,9.894561,1
Taraba state,"on his way back from Sensani, a village market; in the Gassol Local Government Area of Taraba State",8.399647,10.145724,1
Taraba state,"Takum road, Takum LGA",7.41158,10.04478,1
Taraba state,Tudiri village in Ardo Kola Local Government Area,8.80359,11.16707,1
Taraba state,"Tse Mende and Iornem villages close to Akete/Akate village, Donga LGA",7.71843,10.01882,1
Taraba state,Taraba state (Kashimbira LGA),8,10.5,1
Yobe state,"at a checkpoint along Damaturu/Gashua road, Yobe,between two villages on the road, Lantewa and Kaliyari",12.49235,11.488931,1
Yobe state,[in] the village of Kanama in Yobe State,13.09969,12.1079,1
Yobe state,Buni (also known as Buni Gari),11.20148,12.03125,1
Yobe state,Babangida town in Tarmowa Local Government Area of Yobe State,12.1076,11.7539,1
Yobe state,Bara town,10.936778,11.684809,1
Yobe state,Damagun village,11.6775,11.334444,1
Yobe state,Gashua town (Sabon Gari ward),12.871,11.0482,1
Yobe state,"GONIRI, GUJBA LGA, YOBE State",11.48451,12.31264,1
Yobe state,Damaturu town (Ajeri ward),11.747,11.9608,1
Yobe state,Damaturu town (Nasarawa Ward),11.747,11.9608,1
Yobe state,Damaturu town (Pompomari ward),11.747,11.9608,1
Yobe state,"Damaturu town (Pawari neighbourhood, in)",11.747,11.9608,0
Yobe state,"Dorawa, Nangere LGA, Yobe state",11.863889,11.069722,0
Yobe state,Fika,11.28674,11.30772,0
Yobe state,Geidam town in Yobe State,12.897,11.9304,0
Yobe state,Goniri,11.48451,12.31264,0
Yobe state,Damaturu in Yobe state,11.747,11.9608,0
Yobe state,Damaturu LGA,11.747,11.9608,0
Yobe state,Buny Yade in Yobe state,11.26889,11.99694,0
Yobe state,Damagum town,11.6775,11.334444,0
Yobe state,Buni Yadi (near),11.26889,11.99694,0
Yobe state,Bini-Yadi,11.26889,11.99694,0
Yobe state,"Boriya ward, Potiskum LGA, Yobe state",11.71064,11.15721,0
Yobe state,"Bultaram village, Gujba lga",11.485897,12.258713,0
Yobe state,Buni Ghari in Yobe,11.20148,12.03125,0
Yobe state,"at the Kandahar and T-Junction areas, Potiskum LGA",11.71064,11.15721,0
Taraba state,"Wukari, Wukari LGA",7.85,9.783333,0
Yobe state,an army position near Goniri town; in Borno,11.48451,12.31264,0
Yobe state,around Damaturu,11.747,11.9608,0
Taraba state,"Vaase, a border town",7.8878,9.55641,0
Taraba state,"Rafin Kada-Wukari road, Wukari LGA",7.85,9.783333,0
Yobe state,"Zango village, Gulani LGA",11,11.71667,0
Yobe state,"Maje, Mamudo Town, Potiskum LGA",11.6852,11.1861,0
Yobe state,near Buni Yadi,11.26889,11.99694,0
Yobe state,near Geidam,12.897,11.9304,0
Yobe state,Near Goniri,11.48451,12.31264,0
Yobe state,"Mafa, in eastern Yobe (about 60 kilometers from Gubio)",12.328964,12.107326,0
Yobe state,on Babangida town in Yobe State,12.1076,11.7539,0
Yobe state,on the road from Buni Gari to Buni Yadi,11.26889,11.99694,0
Yobe state,on the road from Kanamma and "Gargada" (must be Garin Gada tbh),13.057463,12.023194,0
Yobe state,in Bukarti (Yunusari LGA of Yobe State,13.14883,11.540099,0
Yobe state,"Gonori, Gujba LGA, Yobe",11.48451,12.31264,0
Yobe state,in Buni Yadi in Yobe,11.26889,11.99694,0
Yobe state,in Gujba,11.5032,11.9367,0
Yobe state,"in Gumsa, in Geidam LGA of Yobe State",12.562078,11.798388,0
Yobe state,"in Katarko village, Gujba Local Government Area of Yobe State",11.56189,11.91656,0
Yobe state,in neighbouring Yobe state?? Bade village,12.866667,10.966667,0
Yobe state,"Kampanga village near Maine-Soroa, Diffa region  ///  Kanama, in Nigeria (15km from Maine-Soroa)  ///  Kanamma, which is situated along the border with Niger Republic is the main town of Yunusari local government",13.09969,12.1079,0
Yobe state,"in Yunusari, in Yobe State",13.104318,11.786481,0
Yobe state,Katarko village of Yobe State /// in Katarko,11.56189,11.91656,0
Rivers state,"Port Harcourt (Elechi Beach waterfront, in Diobu area)",4.777423,7.013404,0
Rivers state,Port Harcourt (local government area and Diobu area),4.777423,7.013404,0
Plateau state,"Tixkan village in Kurra Falls Gashish District, Barkin Ladi LGA",9.44945,8.733086,0
Plateau state,Vatt village in Foron district of Plateau State,9.54969,8.9344,0
Plateau state,Vom Wang town,9.683333,8.733333,0
Plateau state,Yelwa area,8.833333,9.633333,0
Plateau state,Wereng (station) village of Riyom local government area of Plateau State,9.619901,8.808338,0
Plateau state,Wereng village in Riyom Local Government Area,9.619901,8.808338,0
Taraba state,in Assa village of Wukari local government,7.96327,9.84767,0
Taraba state,Mararaba market,7.49512,10.35977,0
Taraba state,Maraba; Bali,7.49512,10.35977,0
Taraba state,"KatanKa Village, Wukari LGA",7.96327,9.84767,0
Taraba state,Kauyen-Yaku village,8,10.5,0
Taraba state,"Kugwana Village, Bali LGA",7.8116,10.58387,0
Taraba state,"Karim Lamido town, Taraba state",9.3,11.2,0
Taraba state,Jalingo and Ardo-kola LGAS,8.80359,11.16707,0
Taraba state,Jalingo and Ardo-kola LGAS,8.90904,11.39312,0
Taraba state,Jalingo town,8.88333,11.36667,0
Sokoto state,north of the Nigerian town of Sokoto,13.060925,5.239018,0
Sokoto state,Tambuwal,12.40592,4.64605,0
Sokoto state,the Gangara community in the Sabon Birni Local Government Area,13.3382,6.47454,0
Taraba state,along Wukari-Tsokundi road in Wukari Local Government Area of Taraba State,7.862411,9.906252,0
Sokoto state,Katsira village,13.530203,5.878673,0
Sokoto state,"in Gatawa, a village in Sabon Birni",13.43318,6.373833,0
Rivers state,"Zor-Sogho village, Khana LGA",4.69962,7.42264,0
Rivers state,Sama village,4.81426,6.82684,0
Taraba state,"Dinya village, Gassol LGA",8.47269,10.5442,0
Lagos state,Lagos town (Apapa),6.453056,3.395833,0
Lagos state,in Lagos state,6.58333,3.75,0
Nasarawa state,"Bukan Allu village, Lafia LGA",8.64007,8.69959,0
Nasarawa state,Doma LGA,8.20323,8.30466,0
Nasarawa state,"Doma local government area, Benue-Nassarawa boundary",8.20323,8.30466,0
Nasarawa state,Iga community,8.74947,8.44035,0
Lagos state,Surulere area of Lagos,6.453056,3.395833,0
Lagos state,"on Ajisegiri street in Ilupeju, Odiolowo Ojuwoye local council development area of Lagos state",6.453056,3.395833,0
Nasarawa state,Alakyo village (7 km from Shabu),8.56667,8.55,0
Oyo state,Akesan Market of Oyo Town,7.85257,3.93125,0
Osun state,"in Osogbo, Osun State",7.766104,4.556521,0
Ondo state,in Ondo town,7.09316,4.83528,0
Ogun state,"Ojumo Community High School, Ihunbo in Ipokia Local Government Area",6.69133,2.85799,0
Ogun state,Sagamu,6.8485,3.64633,0
Nasarawa state,in Umaisha town in Toto Local Government Area of Nasarawa State,8.007046,7.187735,0
Nasarawa state,Lafia LGA (Kompany community),8.64007,8.69959,0
Nasarawa state,"Lafia, Nasarawa State capital",8.48333,8.51667,0
Nasarawa state,Keana LGA,8.16746,8.76829,0
