conflict_name,date_start,date_end,conflict_duration_days,type_of_violence,total_fatalities
Nigeria: Government,9/12/2011,9/12/2011,0,1,5
Nigeria: Government,10/1/2011,10/1/2011,0,1,0
Nigeria: Government,10/5/2011,10/5/2011,0,1,2
Nigeria: Government,10/10/2011,10/10/2011,0,1,0
Nigeria: Government,10/14/2011,10/14/2011,0,1,1
Nigeria: Government,10/16/2011,10/16/2011,0,1,4
Nigeria: Government,10/23/2011,10/23/2011,0,1,1
Nigeria: Government,10/24/2011,10/24/2011,0,1,0
Nigeria: Government,11/2/2011,11/2/2011,0,1,0
Nigeria: Government,11/4/2011,11/4/2011,0,1,101
Nigeria: Government,11/6/2011,11/6/2011,0,1,1
Nigeria: Government,11/9/2011,11/9/2011,0,1,0
Nigeria: Government,11/18/2011,11/18/2011,0,1,3
Nigeria: Government,11/26/2011,11/26/2011,0,1,6
Nigeria: Government,11/27/2011,11/27/2011,0,1,0
Nigeria: Government,12/4/2011,12/4/2011,0,1,6
Nigeria: Government,12/17/2011,12/17/2011,0,1,7
Nigeria: Government,12/21/2011,12/21/2011,0,1,1
Nigeria: Government,12/22/2011,12/22/2011,0,1,19
Nigeria: Government,12/22/2011,12/22/2011,0,1,7
Nigeria: Government,12/22/2011,12/22/2011,0,1,20
Nigeria: Government,12/23/2011,12/23/2011,0,1,4
Nigeria: Government,12/25/2011,12/25/2011,0,1,1
Nigeria: Government,12/25/2011,12/25/2011,0,1,4
Nigeria: Government,1/3/2012,1/3/2012,0,1,1
Nigeria: Government,1/5/2012,1/5/2012,0,1,4
Nigeria: Government,1/6/2012,1/6/2012,0,1,2
Nigeria: Government,1/8/2012,1/8/2012,0,1,1
Nigeria: Government,1/9/2012,1/9/2012,0,1,1
Nigeria: Government,1/9/2012,1/9/2012,0,1,2
Nigeria: Government,1/10/2012,1/10/2012,0,1,8
Nigeria: Government,1/16/2012,1/16/2012,0,1,0
Nigeria: Government,1/17/2012,1/17/2012,0,1,0
Nigeria: Government,1/17/2012,1/17/2012,0,1,2
Nigeria: Government,1/20/2012,1/20/2012,0,1,185
Nigeria: Government,1/23/2012,1/23/2012,0,1,4
Nigeria: Government,1/23/2012,1/23/2012,0,1,0
Nigeria: Government,1/24/2012,1/24/2012,0,1,1
Nigeria: Government,1/24/2012,1/24/2012,0,1,3
Nigeria: Government,1/27/2012,1/27/2012,0,1,1
Nigeria: Government,6/20/2012,6/20/2012,0,1,0
Nigeria: Government,6/21/2012,6/21/2012,0,1,1
Nigeria: Government,6/24/2012,6/24/2012,0,1,0
Nigeria: Government,6/26/2012,6/26/2012,0,1,5
Nigeria: Government,6/26/2012,6/26/2012,0,1,0
Nigeria: Government,6/26/2012,6/26/2012,0,1,4
Nigeria: Government,6/30/2012,6/30/2012,0,1,7
Nigeria: Government,7/1/2012,7/1/2012,0,1,3
Nigeria: Government,7/6/2012,7/6/2012,0,1,0
Nigeria: Government,7/8/2012,7/8/2012,0,1,0
Nigeria: Government,3/24/2012,3/24/2012,0,1,2
Nigeria: Government,3/26/2012,3/26/2012,0,1,3
Nigeria: Government,3/27/2012,3/27/2012,0,1,2
Nigeria: Government,7/26/2009,7/26/2009,0,1,42
Nigeria: Government,6/9/2009,6/9/2009,0,1,0
Nigeria: Government,2/16/2012,2/16/2012,0,1,2
Nigeria: Government,2/16/2012,2/16/2012,0,1,1
Nigeria: Government,7/19/2012,7/19/2012,0,1,2
Nigeria: Government,7/24/2012,7/24/2012,0,1,4
Nigeria: Government,7/24/2012,7/24/2012,0,1,3
Nigeria: Government,7/27/2012,7/27/2012,0,1,0
Nigeria: Government,7/28/2012,7/28/2012,0,1,1
Nigeria: Government,7/29/2012,7/29/2012,0,1,0
Nigeria: Government,7/29/2012,7/29/2012,0,1,0
Nigeria: Government,7/30/2012,7/30/2012,0,1,4
Nigeria: Government,7/30/2012,7/30/2012,0,1,2
Nigeria: Government,7/30/2012,7/30/2012,0,1,1
Nigeria: Government,9/7/2012,9/7/2012,0,1,7
Nigeria: Government,9/16/2012,9/16/2012,0,1,10
Nigeria: Government,9/16/2012,9/16/2012,0,1,0
Nigeria: Government,9/17/2012,9/17/2012,0,1,2
Nigeria: Government,9/17/2012,9/17/2012,0,1,1
Nigeria: Government,9/19/2012,9/19/2012,0,1,2
Nigeria: Government,9/23/2012,9/23/2012,0,1,4
Nigeria: Government,8/5/2012,8/5/2012,0,1,9
Nigeria: Government,8/6/2012,8/6/2012,0,1,7
Nigeria: Government,8/7/2012,8/7/2012,0,1,4
Nigeria: Government,8/12/2012,8/12/2012,0,1,20
Nigeria: Government,8/12/2012,8/12/2012,0,1,2
Nigeria: Government,8/14/2012,8/14/2012,0,1,1
Nigeria: Government,8/15/2012,8/15/2012,0,1,0
Nigeria: Government,8/24/2012,8/24/2012,0,1,1
Nigeria: Government,8/26/2012,8/26/2012,0,1,1
Nigeria: Government,9/24/2012,9/24/2012,0,1,1
Nigeria: Government,9/30/2012,9/30/2012,0,1,2
Nigeria: Government,10/3/2012,10/3/2012,0,1,1
Nigeria: Government,10/7/2012,10/7/2012,0,1,30
Nigeria: Government,8/31/2012,8/31/2012,0,1,7
Nigeria: Government,9/1/2012,9/1/2012,0,1,0
Nigeria: Government,9/5/2012,9/5/2012,0,1,7
Nigeria: Government,10/8/2012,10/8/2012,0,1,3
Nigeria: Government,10/9/2012,10/9/2012,0,1,0
Nigeria: Government,10/15/2012,10/15/2012,0,1,0
Nigeria: Government,10/18/2012,10/18/2012,0,1,0
Nigeria: Government,10/20/2012,10/20/2012,0,1,4
Nigeria: Government,11/2/2012,11/2/2012,0,1,0
Nigeria: Government,11/4/2012,11/4/2012,0,1,0
Nigeria: Government,11/5/2012,11/5/2012,0,1,0
Nigeria: Government,11/6/2012,11/6/2012,0,1,4
Nigeria: Government,11/9/2012,11/9/2012,0,1,0
Nigeria: Government,11/15/2012,11/15/2012,0,1,11
Nigeria: Islamic State,6/25/2020,6/25/2020,0,1,0
Nigeria: Islamic State,6/25/2020,6/25/2020,0,1,2
Nigeria: Islamic State,6/27/2020,6/27/2020,0,1,0
Nigeria: Islamic State,6/27/2020,6/27/2020,0,1,22
Nigeria: Government,11/24/2012,11/24/2012,0,1,0
Nigeria: Government,11/25/2012,11/25/2012,0,1,5
Nigeria: Government,11/25/2012,11/25/2012,0,1,9
Nigeria: Government,11/25/2012,11/25/2012,0,1,30
Nigeria: Government,11/27/2012,11/27/2012,0,1,4
Nigeria: Government,11/28/2012,11/28/2012,0,1,5
Nigeria: Islamic State,7/2/2020,7/2/2020,0,1,12
Nigeria: Islamic State,7/5/2020,7/5/2020,0,1,0
Nigeria: Islamic State,7/6/2020,7/6/2020,0,1,1
Nigeria: Islamic State,7/7/2020,7/7/2020,0,1,3
Nigeria: Islamic State,7/7/2020,7/7/2020,0,1,52
Nigeria: Islamic State,7/8/2020,7/8/2020,0,1,0
Nigeria: Islamic State,7/10/2020,7/10/2020,0,1,0
Nigeria: Islamic State,7/10/2020,7/10/2020,0,1,0
Nigeria: Islamic State,7/12/2020,7/12/2020,0,1,0
Nigeria: Islamic State,9/10/2020,9/10/2020,0,1,1
Nigeria: Islamic State,9/10/2020,9/10/2020,0,1,1
Nigeria: Islamic State,9/10/2020,9/10/2020,0,1,2
Nigeria: Islamic State,9/11/2020,9/11/2020,0,1,0
Nigeria: Islamic State,9/12/2020,9/12/2020,0,1,0
Nigeria: Islamic State,9/14/2020,9/14/2020,0,1,4
Nigeria: Islamic State,7/13/2020,7/13/2020,0,1,8
Nigeria: Islamic State,7/13/2020,7/13/2020,0,1,2
Nigeria: Islamic State,7/17/2020,7/17/2020,0,1,0
Nigeria: Islamic State,7/19/2020,7/19/2020,0,1,8
Nigeria: Islamic State,7/25/2020,7/25/2020,0,1,0
Nigeria: Islamic State,7/25/2020,7/25/2020,0,1,10
Nigeria: Islamic State,7/27/2020,7/27/2020,0,1,0
Nigeria: Islamic State,7/28/2020,7/28/2020,0,1,0
Nigeria: Islamic State,7/28/2020,7/28/2020,0,1,0
Nigeria: Islamic State,7/29/2020,7/29/2020,0,1,0
Nigeria: Islamic State,7/31/2020,7/31/2020,0,1,0
Nigeria: Islamic State,7/31/2020,7/31/2020,0,1,0
Nigeria: Islamic State,8/4/2020,8/4/2020,0,1,0
Nigeria: Islamic State,8/5/2020,8/5/2020,0,1,0
Nigeria: Islamic State,8/6/2020,8/6/2020,0,1,0
Nigeria: Islamic State,8/6/2020,8/6/2020,0,1,0
Nigeria: Islamic State,8/10/2020,8/10/2020,0,1,3
Nigeria: Islamic State,8/11/2020,8/11/2020,0,1,0
Nigeria: Islamic State,8/12/2020,8/12/2020,0,1,3
Nigeria: Islamic State,8/12/2020,8/12/2020,0,1,3
Nigeria: Islamic State,8/13/2020,8/13/2020,0,1,0
Nigeria: Islamic State,8/13/2020,8/13/2020,0,1,0
Nigeria: Islamic State,8/14/2020,8/14/2020,0,1,0
Nigeria: Islamic State,8/14/2020,8/14/2020,0,1,0
Nigeria: Islamic State,8/15/2020,8/15/2020,0,1,0
Nigeria: Islamic State,8/16/2020,8/16/2020,0,1,4
Nigeria: Islamic State,8/16/2020,8/16/2020,0,1,1
Nigeria: Islamic State,8/16/2020,8/16/2020,0,1,3
Nigeria: Islamic State,8/16/2020,8/16/2020,0,1,0
Nigeria: Islamic State,8/17/2020,8/17/2020,0,1,0
Nigeria: Islamic State,8/17/2020,8/17/2020,0,1,3
Nigeria: Islamic State,8/18/2020,8/18/2020,0,1,16
Nigeria: Islamic State,8/18/2020,8/18/2020,0,1,6
Nigeria: Islamic State,8/18/2020,8/18/2020,0,1,0
Nigeria: Islamic State,8/19/2020,8/19/2020,0,1,3
Nigeria: Islamic State,8/21/2020,8/21/2020,0,1,0
Nigeria: Islamic State,8/24/2020,8/24/2020,0,1,9
Nigeria: Islamic State,8/24/2020,8/24/2020,0,1,9
Nigeria: Islamic State,8/25/2020,8/25/2020,0,1,0
Nigeria: Islamic State,8/26/2020,8/26/2020,0,1,0
Nigeria: Islamic State,8/27/2020,8/27/2020,0,1,2
Nigeria: Islamic State,8/29/2020,8/29/2020,0,1,11
Nigeria: Islamic State,8/31/2020,8/31/2020,0,1,0
Nigeria: Islamic State,9/1/2020,9/1/2020,0,1,2
Nigeria: Islamic State,9/1/2020,9/1/2020,0,1,30
Nigeria: Islamic State,9/2/2020,9/2/2020,0,1,10
Nigeria: Islamic State,9/2/2020,9/2/2020,0,1,0
Nigeria: Islamic State,9/2/2020,9/2/2020,0,1,0
IS - Yan Gora,10/10/2020,10/10/2020,0,2,0
IS - Yan Gora,10/15/2020,10/15/2020,0,2,0
IS - Yan Gora,11/1/2020,11/1/2020,0,2,2
IS - Yan Gora,11/12/2020,11/12/2020,0,2,2
Deebam - NDV,6/28/2017,6/28/2017,0,2,5
Deebam - NDV,7/14/2017,7/14/2017,0,2,8
Deebam - NDV,8/4/2017,8/4/2017,0,2,4
Deebam - NDV,2/25/2019,2/25/2019,0,2,7
Deebam - NDV,3/26/2019,3/26/2019,0,2,1
Deebam - NDV,3/27/2019,3/27/2019,0,2,3
Deebam - NDV,4/6/2019,4/6/2019,0,2,3
Deebam - NDV,5/19/2019,5/19/2019,0,2,20
Deebam - NDV,4/7/2019,4/7/2019,0,2,3
IS - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,8/31/2016,8/31/2016,0,2,3
IS - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,9/7/2016,9/7/2016,0,2,3
IS - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,9/7/2016,9/7/2016,0,2,3
IS - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1/15/2020,1/15/2020,0,2,6
IS - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,3/11/2020,3/11/2020,0,2,0
Ikot-Offiong community - Oku Iboku community,1/16/2017,1/16/2017,0,2,5
Ikot-Offiong community - Oku Iboku community,4/21/2017,4/21/2017,0,2,12
Deebam - NDV,11/25/2020,11/25/2020,0,2,2
Deebam - NDV,12/29/2020,12/29/2020,0,2,2
Deebam - NDV,6/9/2020,6/9/2020,0,2,2
Deebam - NDV,6/15/2020,6/15/2020,0,2,3
Deebam - NDV,7/19/2020,7/19/2020,0,2,2
Deebam - NDV,9/19/2020,9/19/2020,0,2,1
IPOB - Civilians,8/2/2021,8/2/2021,0,3,0
IPOB - Civilians,8/9/2021,8/9/2021,0,3,7
IPOB - Civilians,8/9/2021,8/9/2021,0,3,1
IPOB - Civilians,8/22/2021,8/22/2021,0,3,0
IPOB - Civilians,8/22/2021,8/22/2021,0,3,0
IPOB - Civilians,9/6/2021,9/6/2021,0,3,6
IPOB - Civilians,10/1/2021,10/1/2021,0,3,0
IPOB - Civilians,10/3/2021,10/3/2021,0,3,2
IPOB - Civilians,10/11/2021,10/11/2021,0,3,0
IPOB - Civilians,10/19/2021,10/19/2021,0,3,2
IS - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,10/5/2021,10/5/2021,0,2,87
IS - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,10/24/2021,10/24/2021,0,2,17
IPOB - Civilians,2/16/2021,2/16/2021,0,3,0
IPOB - Civilians,4/2/2021,4/2/2021,0,3,3
IPOB - Civilians,4/3/2021,4/3/2021,0,3,4
IS - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,4/11/2021,4/11/2021,0,2,1
IS - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,5/19/2021,5/19/2021,0,2,5
IS - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,8/22/2021,8/22/2021,0,2,27
IS - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,9/27/2021,9/27/2021,0,2,101
Fulani - Kadara,2/11/2019,2/11/2019,0,2,66
Fulani - Kadara,2/26/2019,2/26/2019,0,2,36
Fulani - Kadara,3/9/2019,3/9/2019,0,2,1
Fulani - Kadara,3/10/2019,3/10/2019,0,2,16
Fulani - Kadara,3/11/2019,3/11/2019,0,2,0
Fulani - Kadara,4/8/2019,4/8/2019,0,2,11
Fulani - Kadara,4/8/2019,4/8/2019,0,2,10
Fulani - Kadara,4/25/2020,4/25/2020,0,2,3
Fulani - Kadara,5/12/2020,5/12/2020,0,2,1
Fulani - Kadara,5/12/2020,5/12/2020,0,2,15
Fulani - Kadara,5/13/2020,5/13/2020,0,2,7
Fulani - Kadara,6/3/2020,6/3/2020,0,2,9
Fulani - Kadara,7/23/2020,7/23/2020,0,2,7
Fulani - Kadara,8/16/2020,8/16/2020,0,2,1
Fulani - Kadara,9/6/2020,9/6/2020,0,2,3
Fulani - Irigwe,12/3/2010,12/3/2010,0,2,7
Nigeria: Government,1/13/2015,1/13/2015,0,1,3
Nigeria: Government,1/14/2015,1/14/2015,0,1,41
Nigeria: Government,1/25/2015,1/25/2015,0,1,100
Nigeria: Government,1/25/2015,1/25/2015,0,1,3
Fulani - Kadara,3/25/2020,3/25/2020,0,2,3
Nigeria: Government,12/9/2014,12/9/2014,0,1,7
Nigeria: Government,12/17/2014,12/17/2014,0,1,75
Nigeria: Government,12/19/2014,12/19/2014,0,1,82
Nigeria: Government,12/19/2014,12/19/2014,0,1,3
Nigeria: Government,12/19/2014,12/19/2014,0,1,0
Nigeria: Government,12/31/2014,12/31/2014,0,1,1
Nigeria: Government,1/3/2015,1/3/2015,0,1,17
Nigeria: Government,1/3/2015,1/3/2015,0,1,40
Nigeria: Government,1/5/2015,1/5/2015,0,1,3
Nigeria: Government,1/9/2015,1/9/2015,0,1,5
Nigeria: Government,1/10/2015,1/10/2015,0,1,2
Nigeria: Government,1/10/2015,1/10/2015,0,1,10
Nigeria: Government,2/17/2015,2/17/2015,0,1,2
Nigeria: Government,2/19/2015,2/19/2015,0,1,12
Nigeria: Government,2/19/2015,2/19/2015,0,1,3
Nigeria: Government,2/19/2015,2/19/2015,0,1,117
Nigeria: Government,2/1/2015,2/1/2015,0,1,8
Nigeria: Government,2/1/2015,2/1/2015,0,1,30
Nigeria: Government,2/1/2015,2/1/2015,0,1,12
Nigeria: Government,2/1/2015,2/1/2015,0,1,3
Nigeria: Government,2/1/2015,2/1/2015,0,1,51
Nigeria: Government,2/1/2015,2/1/2015,0,1,354
Nigeria: Government,2/1/2015,2/1/2015,0,1,3
Nigeria: Government,2/1/2015,2/1/2015,0,1,50
Nigeria: Government,2/2/2015,2/2/2015,0,1,24
Nigeria: Government,2/3/2015,2/3/2015,0,1,209
Nigeria: Government,2/5/2015,2/5/2015,0,1,1
Nigeria: Government,2/8/2015,2/8/2015,0,1,82
Nigeria: Government,2/24/2015,2/24/2015,0,1,40
Nigeria: Government,2/24/2015,2/24/2015,0,1,208
Nigeria: Government,2/26/2015,2/26/2015,0,1,1
Nigeria: Government,2/27/2015,2/27/2015,0,1,3
Nigeria: Government,2/27/2015,2/27/2015,0,1,2
Nigeria: Government,2/28/2015,2/28/2015,0,1,5
Nigeria: Government,3/2/2015,3/2/2015,0,1,101
Nigeria: Government,3/2/2015,3/2/2015,0,1,74
Nigeria: Government,3/7/2015,3/7/2015,0,1,4
Nigeria: Government,2/11/2015,2/11/2015,0,1,14
Nigeria: Government,2/14/2015,2/14/2015,0,1,1
Nigeria: Government,1/25/2015,1/25/2015,0,1,3
Nigeria: Government,3/9/2015,3/9/2015,0,1,20
Nigeria: Government,8/14/2016,8/14/2016,0,1,1
Nigeria: Government,8/19/2016,8/19/2016,0,1,3
Nigeria: Government,9/25/2016,9/25/2016,0,1,5
Nigeria: Government,9/28/2016,9/28/2016,0,1,9
Nigeria: Government,10/2/2016,10/2/2016,0,1,2
Nigeria: Government,10/6/2016,10/6/2016,0,1,2
Nigeria: Government,10/13/2016,10/13/2016,0,1,2
Nigeria: Government,10/16/2016,10/16/2016,0,1,16
Nigeria: Government,10/30/2016,10/30/2016,0,1,1
Nigeria: Government,11/3/2016,11/3/2016,0,1,6
Nigeria: Government,11/5/2016,11/5/2016,0,1,2
Nigeria: Government,11/8/2016,11/8/2016,0,1,2
Nigeria: Government,11/11/2016,11/11/2016,0,1,3
Nigeria: Government,11/15/2016,11/15/2016,0,1,2
Nigeria: Government,11/16/2016,11/16/2016,0,1,2
Nigeria: Government,11/18/2016,11/18/2016,0,1,2
Nigeria: Government,11/19/2016,11/19/2016,0,1,11
Nigeria: Government,11/23/2016,11/23/2016,0,1,2
Nigeria: Government,11/26/2016,11/26/2016,0,1,20
Nigeria: Government,11/30/2016,11/30/2016,0,1,1
Nigeria: Government,2/14/2017,2/14/2017,0,1,1
Nigeria: Government,2/15/2017,2/15/2017,0,1,40
Nigeria: Government,2/16/2017,2/16/2017,0,1,6
Nigeria: Government,2/17/2017,2/17/2017,0,1,24
Nigeria: Government,2/21/2017,2/21/2017,0,1,3
Nigeria: Government,2/21/2017,2/21/2017,0,1,3
Nigeria: Government,2/25/2017,2/25/2017,0,1,1
Nigeria: Government,5/23/2017,5/23/2017,0,1,1
Nigeria: Government,5/30/2017,5/30/2017,0,1,1
Nigeria: Government,6/7/2017,6/7/2017,0,1,3
Nigeria: Government,6/9/2017,6/9/2017,0,1,1
Nigeria: Government,1/2/2017,1/2/2017,0,1,1
Nigeria: Government,1/4/2017,1/4/2017,0,1,3
Nigeria: Government,1/7/2017,1/7/2017,0,1,2
Nigeria: Government,1/8/2017,1/8/2017,0,1,55
Nigeria: Government,4/7/2017,4/7/2017,0,1,5
Nigeria: Government,4/9/2017,4/9/2017,0,1,2
Nigeria: Government,4/12/2017,4/12/2017,0,1,4
Nigeria: Government,4/17/2017,4/17/2017,0,1,6
Nigeria: Government,4/17/2017,4/17/2017,0,1,3
Nigeria: Government,4/17/2017,4/17/2017,0,1,3
Nigeria: Government,4/17/2017,4/17/2017,0,1,2
Nigeria: Government,4/17/2017,4/17/2017,0,1,2
Nigeria: Government,4/17/2017,4/17/2017,0,1,2
Nigeria: Government,4/17/2017,4/17/2017,0,1,2
Nigeria: Government,4/17/2017,4/17/2017,0,1,2
Nigeria: Government,4/18/2017,4/18/2017,0,1,3
Nigeria: Government,4/18/2017,4/18/2017,0,1,3
Nigeria: Government,4/19/2017,4/19/2017,0,1,3
Nigeria: Government,4/26/2017,4/26/2017,0,1,24
Nigeria: Government,4/27/2017,4/27/2017,0,1,22
Nigeria: Government,5/3/2017,5/3/2017,0,1,3
Nigeria: Government,5/13/2017,5/13/2017,0,1,3
Nigeria: Government,5/17/2017,5/17/2017,0,1,3
Nigeria: Government,5/17/2017,5/17/2017,0,1,3
Nigeria: Government,12/5/2016,12/5/2016,0,1,2
Nigeria: Government,12/15/2016,12/15/2016,0,1,2
Nigeria: Government,12/17/2016,12/17/2016,0,1,2
Nigeria: Government,12/19/2016,12/19/2016,0,1,16
Nigeria: Government,12/20/2016,12/20/2016,0,1,1
Nigeria: Government,8/23/2016,8/23/2016,0,1,12
Nigeria: Government,9/10/2016,9/10/2016,0,1,4
Nigeria: Government,9/11/2016,9/11/2016,0,1,1
Nigeria: Government,1/13/2017,1/13/2017,0,1,10
Nigeria: Government,1/16/2017,1/16/2017,0,1,1
Nigeria: Government,1/19/2017,1/19/2017,0,1,14
Nigeria: Government,1/24/2017,1/24/2017,0,1,1
Nigeria: Government,1/28/2017,1/28/2017,0,1,2
Nigeria: Government,1/29/2017,1/29/2017,0,1,1
Nigeria: Government,1/31/2017,1/31/2017,0,1,1
Nigeria: Government,1/31/2017,1/31/2017,0,1,1
Nigeria: Government,1/31/2017,1/31/2017,0,1,1
Nigeria: Government,2/6/2017,2/6/2017,0,1,1
Nigeria: Government,2/7/2017,2/7/2017,0,1,13
Nigeria: Government,2/7/2017,2/7/2017,0,1,1
Nigeria: Government,3/4/2017,3/4/2017,0,1,1
Nigeria: Government,3/5/2017,3/5/2017,0,1,3
Nigeria: Government,3/8/2017,3/8/2017,0,1,2
Nigeria: Government,3/11/2017,3/11/2017,0,1,1
Nigeria: Government,3/11/2017,3/11/2017,0,1,2
Nigeria: Government,3/13/2017,3/13/2017,0,1,1
Nigeria: Government,3/14/2017,3/14/2017,0,1,3
Nigeria: Government,3/14/2017,3/14/2017,0,1,3
Nigeria: Government,3/14/2017,3/14/2017,0,1,3
Nigeria: Government,3/14/2017,3/14/2017,0,1,3
Nigeria: Government,3/14/2017,3/14/2017,0,1,3
Nigeria: Government,3/14/2017,3/14/2017,0,1,3
Nigeria: Government,3/14/2017,3/14/2017,0,1,3
Nigeria: Government,3/14/2017,3/14/2017,0,1,3
Nigeria: Government,3/14/2017,3/14/2017,0,1,3
Nigeria: Government,3/14/2017,3/14/2017,0,1,3
Nigeria: Government,3/14/2017,3/14/2017,0,1,3
Nigeria: Government,3/14/2017,3/14/2017,0,1,3
Nigeria: Government,3/14/2017,3/14/2017,0,1,2
Nigeria: Government,3/14/2017,3/14/2017,0,1,2
Nigeria: Government,3/15/2017,3/15/2017,0,1,5
Nigeria: Government,3/15/2017,3/15/2017,0,1,4
Nigeria: Government,3/15/2017,3/15/2017,0,1,8
Nigeria: Government,3/16/2017,3/16/2017,0,1,2
Nigeria: Government,3/23/2017,3/23/2017,0,1,3
Nigeria: Government,3/26/2017,3/26/2017,0,1,2
Nigeria: Government,3/29/2017,3/29/2017,0,1,1
Nigeria: Government,6/11/2017,6/11/2017,0,1,3
Nigeria: Government,6/17/2017,6/17/2017,0,1,16
Nigeria: Government,6/18/2017,6/18/2017,0,1,3
Nigeria: Government,6/20/2017,6/20/2017,0,1,3
Nigeria: Government,6/20/2017,6/20/2017,0,1,2
Nigeria: Government,7/4/2017,7/4/2017,0,1,8
Nigeria: Government,7/6/2017,7/6/2017,0,1,2
Nigeria: Government,7/6/2017,7/6/2017,0,1,1
Nigeria: Government,7/8/2017,7/8/2017,0,1,1
Nigeria: Government,7/10/2017,7/10/2017,0,1,6
Nigeria: Government,7/10/2017,7/10/2017,0,1,5
Nigeria: Government,7/10/2017,7/10/2017,0,1,5
Nigeria: Government,7/16/2017,7/16/2017,0,1,2
Nigeria: Government,7/17/2017,7/17/2017,0,1,1
Nigeria: Government,7/18/2017,7/18/2017,0,1,1
Nigeria: Government,7/22/2017,7/22/2017,0,1,1
Nigeria: Government,7/22/2017,7/22/2017,0,1,3
Nigeria: Government,7/23/2017,7/23/2017,0,1,1
Nigeria: Government,7/28/2017,7/28/2017,0,1,1
Nigeria: Government,7/29/2017,7/29/2017,0,1,1
Nigeria: Government,7/31/2017,7/31/2017,0,1,1
Nigeria: Government,9/1/2017,9/1/2017,0,1,2
Nigeria: Government,9/1/2017,9/1/2017,0,1,200
Nigeria: Government,9/1/2017,9/1/2017,0,1,2
Nigeria: Government,9/3/2017,9/3/2017,0,1,2
Nigeria: Government,9/4/2017,9/4/2017,0,1,3
Nigeria: Government,9/5/2017,9/5/2017,0,1,1
Nigeria: Government,9/8/2017,9/8/2017,0,1,2
Nigeria: Government,9/9/2017,9/9/2017,0,1,1
Nigeria: Government,9/10/2017,9/10/2017,0,1,3
Nigeria: Government,9/12/2017,9/12/2017,0,1,2
Nigeria: Government,9/12/2017,9/12/2017,0,1,1
Nigeria: Government,9/14/2017,9/14/2017,0,1,1
Nigeria: Government,8/4/2017,8/4/2017,0,1,2
Nigeria: Government,8/4/2017,8/4/2017,0,1,1
Nigeria: Government,8/5/2017,8/5/2017,0,1,15
Nigeria: Government,8/5/2017,8/5/2017,0,1,5
Nigeria: Government,8/6/2017,8/6/2017,0,1,1
Nigeria: Government,8/7/2017,8/7/2017,0,1,6
Nigeria: Government,8/8/2017,8/8/2017,0,1,3
Nigeria: Government,8/15/2017,8/15/2017,0,1,1
Nigeria: Government,8/23/2017,8/23/2017,0,1,6
Nigeria: Government,8/24/2017,8/24/2017,0,1,5
Nigeria: Government,9/26/2017,9/26/2017,0,1,1
Nigeria: Government,9/29/2017,9/29/2017,0,1,1
Nigeria: Government,9/29/2017,9/29/2017,0,1,2
Nigeria: Government,10/2/2017,10/2/2017,0,1,4
Nigeria: Government,10/4/2017,10/4/2017,0,1,3
Nigeria: Government,10/4/2017,10/4/2017,0,1,1
Nigeria: Government,10/6/2017,10/6/2017,0,1,2
Nigeria: Government,10/9/2017,10/9/2017,0,1,2
Nigeria: Government,10/10/2017,10/10/2017,0,1,16
Nigeria: Government,10/12/2017,10/12/2017,0,1,1
Nigeria: Government,10/12/2017,10/12/2017,0,1,1
Nigeria: Government,10/12/2017,10/12/2017,0,1,3
Nigeria: Government,10/12/2017,10/12/2017,0,1,1
Nigeria: Government,10/19/2017,10/19/2017,0,1,3
Nigeria: Government,10/20/2017,10/20/2017,0,1,0
Nigeria: Government,10/24/2017,10/24/2017,0,1,3
Nigeria: Government,10/24/2017,10/24/2017,0,1,3
Nigeria: Government,10/24/2017,10/24/2017,0,1,3
Nigeria: Government,10/24/2017,10/24/2017,0,1,2
Nigeria: Government,10/26/2017,10/26/2017,0,1,3
Nigeria: Government,10/27/2017,10/27/2017,0,1,1
Nigeria: Government,10/27/2017,10/27/2017,0,1,4
Nigeria: Government,10/27/2017,10/27/2017,0,1,3
Nigeria: Government,10/29/2017,10/29/2017,0,1,1
Nigeria: Government,10/30/2017,10/30/2017,0,1,3
Nigeria: Government,11/3/2017,11/3/2017,0,1,1
Nigeria: Government,11/3/2017,11/3/2017,0,1,3
Nigeria: Government,9/20/2017,9/20/2017,0,1,1
Nigeria: Government,9/22/2017,9/22/2017,0,1,2
Fulani - Irigwe,9/8/2017,9/8/2017,0,2,19
Fulani - Irigwe,10/8/2017,10/8/2017,0,2,1
Fulani - Irigwe,10/11/2017,10/11/2017,0,2,3
Nigeria: Government,11/6/2017,11/6/2017,0,1,3
Nigeria: Government,11/7/2017,11/7/2017,0,1,2
Nigeria: Government,11/10/2017,11/10/2017,0,1,4
Nigeria: Government,11/12/2017,11/12/2017,0,1,16
Nigeria: Government,11/15/2017,11/15/2017,0,1,1
